CustomerID,Segment,Currency
1087,SME,CZK
1088,KAM,CZK
1089,SME,CZK
1090,SME,CZK
1093,SME,CZK
1094,LAM,CZK
1096,LAM,CZK
1097,SME,CZK
1103,LAM,CZK
1108,LAM,CZK
1110,SME,CZK
1111,KAM,CZK
1112,SME,CZK
1113,SME,EUR
1115,LAM,CZK
1116,SME,CZK
1117,SME,CZK
1118,KAM,CZK
1119,SME,CZK
1120,LAM,CZK
1121,LAM,CZK
1127,KAM,CZK
1128,SME,CZK
1132,KAM,CZK
1133,LAM,CZK
1135,KAM,CZK
1137,KAM,CZK
1138,LAM,CZK
1140,LAM,CZK
1143,SME,EUR
1147,KAM,CZK
1148,SME,CZK
1149,SME,CZK
1151,KAM,CZK
1152,LAM,CZK
1153,SME,CZK
1158,SME,CZK
1159,SME,CZK
1160,KAM,CZK
1163,SME,CZK
1164,KAM,CZK
1168,KAM,CZK
1169,SME,CZK
1170,SME,CZK
1172,KAM,CZK
1174,LAM,CZK
1176,LAM,CZK
1179,KAM,CZK
1183,SME,CZK
1184,SME,CZK
1188,SME,CZK
1189,KAM,CZK
1192,SME,CZK
1195,LAM,CZK
1196,SME,CZK
1200,SME,CZK
1204,SME,CZK
1205,KAM,CZK
1206,KAM,CZK
1207,SME,CZK
1211,SME,CZK
1212,KAM,CZK
1214,KAM,CZK
1215,SME,CZK
1216,LAM,CZK
1218,SME,CZK
1219,KAM,CZK
1221,SME,CZK
1222,LAM,CZK
1224,LAM,CZK
1227,SME,CZK
1230,SME,CZK
1232,KAM,CZK
1233,LAM,CZK
1234,SME,CZK
1235,SME,CZK
1237,SME,CZK
1239,KAM,CZK
1240,SME,CZK
1241,SME,CZK
1245,KAM,CZK
1247,SME,CZK
1248,LAM,CZK
1249,KAM,CZK
1250,LAM,CZK
1251,SME,CZK
1253,SME,CZK
1255,KAM,CZK
1257,KAM,CZK
1258,LAM,CZK
1259,SME,CZK
1261,SME,CZK
1262,LAM,CZK
1263,SME,CZK
1264,KAM,CZK
1265,SME,CZK
1268,KAM,CZK
1269,SME,CZK
1270,SME,CZK
1271,SME,CZK
1275,KAM,CZK
1276,KAM,CZK
1278,LAM,CZK
1279,SME,CZK
1281,SME,CZK
1282,SME,EUR
1284,KAM,CZK
1285,KAM,CZK
1286,SME,CZK
1289,LAM,CZK
1292,LAM,CZK
1293,SME,CZK
1294,SME,CZK
1296,SME,CZK
1298,KAM,CZK
1299,LAM,CZK
1300,SME,CZK
1303,SME,CZK
1304,SME,CZK
1306,LAM,CZK
1307,SME,CZK
1309,KAM,CZK
1315,SME,CZK
1319,KAM,CZK
1320,SME,CZK
1322,SME,CZK
1330,SME,CZK
1332,LAM,CZK
1333,SME,CZK
1336,LAM,CZK
1337,LAM,CZK
1339,SME,CZK
1341,SME,CZK
1342,SME,CZK
1343,SME,CZK
1345,LAM,CZK
1347,SME,CZK
1349,LAM,CZK
1350,LAM,CZK
1352,KAM,CZK
1353,SME,CZK
1354,LAM,CZK
1355,KAM,CZK
1357,SME,CZK
1360,SME,CZK
1362,LAM,CZK
1364,SME,CZK
1365,SME,CZK
1367,SME,CZK
1369,SME,CZK
1379,SME,CZK
1380,LAM,CZK
1382,SME,CZK
1383,KAM,CZK
1384,KAM,CZK
1386,KAM,CZK
1389,LAM,CZK
1390,SME,CZK
1391,SME,CZK
1394,LAM,CZK
1396,KAM,CZK
1397,SME,CZK
1400,SME,CZK
1401,KAM,CZK
1402,SME,CZK
1403,LAM,CZK
1404,SME,CZK
1405,SME,CZK
1406,SME,CZK
1407,SME,CZK
1409,SME,CZK
1410,SME,CZK
1412,SME,CZK
1414,SME,CZK
1415,SME,CZK
1416,SME,CZK
1417,SME,CZK
1419,SME,EUR
1421,SME,CZK
1423,SME,CZK
1424,KAM,CZK
1426,SME,CZK
1428,SME,CZK
1430,SME,CZK
1432,LAM,CZK
1433,SME,CZK
1434,SME,CZK
1435,KAM,CZK
1436,SME,CZK
1440,SME,CZK
1443,SME,CZK
1444,KAM,EUR
1446,SME,CZK
1447,SME,CZK
1449,SME,CZK
1451,SME,CZK
1452,LAM,CZK
1453,SME,CZK
1454,SME,CZK
1455,SME,CZK
1457,LAM,CZK
1459,SME,CZK
1460,KAM,CZK
1461,KAM,CZK
1462,SME,CZK
1463,SME,CZK
1464,SME,CZK
1465,SME,CZK
1466,SME,CZK
1467,SME,EUR
1469,LAM,CZK
1470,KAM,CZK
1471,SME,CZK
1472,SME,CZK
1473,SME,CZK
1474,SME,CZK
1480,KAM,CZK
1482,SME,CZK
1483,SME,CZK
1484,KAM,CZK
1485,LAM,CZK
1486,SME,CZK
1489,KAM,CZK
1491,LAM,CZK
1492,SME,CZK
1497,KAM,CZK
1498,SME,CZK
1499,SME,CZK
1500,SME,CZK
1504,LAM,CZK
1508,SME,CZK
1510,SME,CZK
1512,SME,CZK
1518,SME,CZK
1519,SME,CZK
1521,LAM,CZK
1522,SME,CZK
1523,SME,CZK
1526,SME,CZK
1528,SME,CZK
1531,SME,CZK
1535,LAM,CZK
1537,SME,CZK
1538,SME,CZK
1542,SME,CZK
1543,SME,CZK
1544,SME,CZK
1545,KAM,CZK
1546,SME,CZK
1547,SME,CZK
1548,SME,CZK
1549,KAM,CZK
1550,SME,CZK
1552,SME,CZK
1554,LAM,CZK
1555,KAM,CZK
1556,SME,CZK
1559,SME,CZK
1567,SME,CZK
1569,SME,EUR
1573,SME,CZK
1575,SME,CZK
1578,KAM,CZK
1579,SME,CZK
1580,SME,CZK
1581,SME,CZK
1583,LAM,CZK
1584,SME,CZK
1585,SME,CZK
1588,SME,CZK
1595,LAM,CZK
1596,LAM,CZK
1597,LAM,CZK
1599,LAM,CZK
1600,LAM,CZK
1601,SME,CZK
1602,SME,EUR
1604,LAM,CZK
1606,LAM,CZK
1609,SME,CZK
1612,SME,CZK
1616,SME,CZK
1622,SME,CZK
1626,KAM,CZK
1627,SME,CZK
1628,LAM,CZK
1629,SME,CZK
1630,SME,CZK
1631,KAM,CZK
1632,SME,CZK
1634,KAM,CZK
1636,KAM,CZK
1637,SME,CZK
1638,SME,CZK
1639,SME,CZK
1640,LAM,CZK
1642,LAM,CZK
1643,LAM,CZK
1644,SME,CZK
1648,SME,CZK
1649,SME,CZK
1650,SME,CZK
1652,SME,CZK
1654,SME,CZK
1656,KAM,CZK
1657,SME,CZK
1658,LAM,CZK
1659,SME,CZK
1662,LAM,CZK
1663,LAM,CZK
1665,SME,CZK
1666,LAM,CZK
1667,SME,CZK
1668,SME,CZK
1669,LAM,CZK
1671,SME,CZK
1672,SME,CZK
1673,KAM,CZK
1674,SME,CZK
1675,SME,CZK
1676,SME,CZK
1677,KAM,CZK
1678,LAM,CZK
1680,KAM,CZK
1681,LAM,CZK
1682,SME,CZK
1685,KAM,CZK
1686,SME,CZK
1692,SME,CZK
1693,SME,CZK
1694,KAM,CZK
1696,LAM,CZK
1697,SME,CZK
1698,KAM,CZK
1699,LAM,CZK
1701,SME,CZK
1703,LAM,CZK
1704,SME,CZK
1705,KAM,CZK
1706,LAM,CZK
1707,SME,CZK
1709,SME,CZK
1710,KAM,EUR
1712,SME,CZK
1713,KAM,CZK
1718,SME,CZK
1719,SME,CZK
1722,LAM,CZK
1724,SME,CZK
1726,LAM,CZK
1727,SME,CZK
1728,LAM,CZK
1729,SME,CZK
1730,LAM,CZK
1738,LAM,CZK
1741,SME,CZK
1744,SME,CZK
1745,KAM,CZK
1748,LAM,CZK
1749,SME,CZK
1751,LAM,CZK
1752,SME,CZK
1753,SME,CZK
1754,SME,CZK
1755,SME,CZK
1756,SME,CZK
1757,SME,CZK
1758,KAM,EUR
1759,KAM,CZK
1761,LAM,EUR
1762,SME,CZK
1763,SME,CZK
1764,LAM,CZK
1774,LAM,CZK
1775,KAM,CZK
1778,SME,CZK
1779,SME,CZK
1780,LAM,CZK
1782,SME,CZK
1787,SME,CZK
1789,LAM,CZK
1790,SME,CZK
1794,SME,CZK
1795,LAM,CZK
1796,LAM,CZK
1797,LAM,CZK
1802,LAM,CZK
1805,LAM,CZK
1809,SME,CZK
1811,SME,CZK
1812,SME,CZK
1813,KAM,CZK
1814,KAM,CZK
1815,SME,CZK
1820,LAM,CZK
1821,SME,CZK
1824,SME,CZK
1826,SME,CZK
1828,SME,CZK
1830,SME,CZK
1834,LAM,CZK
1835,SME,CZK
1839,SME,CZK
1840,SME,CZK
1841,SME,CZK
1842,LAM,EUR
1844,LAM,CZK
1845,KAM,CZK
1846,SME,CZK
1847,SME,CZK
1850,SME,CZK
1851,SME,CZK
1856,LAM,CZK
1857,LAM,CZK
1859,LAM,CZK
1861,SME,CZK
1862,SME,CZK
1864,SME,CZK
1869,KAM,CZK
1870,LAM,CZK
1874,SME,CZK
1875,SME,CZK
1876,LAM,CZK
1877,SME,CZK
1878,SME,CZK
1879,SME,CZK
1880,SME,CZK
1881,SME,CZK
1883,SME,CZK
1884,LAM,CZK
1886,LAM,CZK
1889,SME,CZK
1891,SME,CZK
1892,SME,CZK
1894,KAM,CZK
1897,SME,CZK
1898,KAM,CZK
1901,SME,CZK
1902,SME,CZK
1904,SME,CZK
1907,KAM,CZK
1908,LAM,CZK
1913,LAM,CZK
1914,SME,CZK
1915,SME,CZK
1916,SME,CZK
1917,SME,CZK
1918,KAM,CZK
1919,SME,CZK
1920,KAM,CZK
1921,SME,CZK
1924,SME,CZK
1928,KAM,CZK
1929,SME,CZK
1932,SME,CZK
1933,SME,CZK
1935,LAM,CZK
1939,SME,CZK
1942,SME,CZK
1944,SME,CZK
1945,SME,CZK
1947,SME,CZK
1948,LAM,CZK
1952,SME,CZK
1953,SME,CZK
1954,SME,CZK
1955,SME,CZK
1956,LAM,CZK
1957,SME,CZK
1960,LAM,CZK
1961,SME,CZK
1962,SME,CZK
1964,SME,CZK
1967,SME,CZK
1968,SME,CZK
1969,SME,EUR
1973,SME,CZK
1974,SME,CZK
1977,SME,CZK
1979,SME,CZK
1981,LAM,CZK
1983,SME,CZK
1984,LAM,CZK
1986,SME,CZK
1987,SME,CZK
1988,SME,CZK
1989,SME,CZK
1991,LAM,CZK
1993,LAM,CZK
1996,SME,CZK
2002,SME,CZK
2003,SME,CZK
2004,SME,CZK
2005,LAM,CZK
2006,KAM,CZK
2007,SME,CZK
2009,LAM,CZK
2011,SME,CZK
2015,SME,CZK
2017,SME,CZK
2018,SME,CZK
2019,SME,EUR
2020,SME,CZK
2022,LAM,CZK
2024,SME,CZK
2025,SME,CZK
2030,SME,CZK
2032,SME,CZK
2033,SME,CZK
2037,KAM,CZK
2039,LAM,CZK
2040,SME,CZK
2041,SME,CZK
2043,SME,CZK
2050,SME,CZK
2052,SME,CZK
2053,SME,CZK
2054,LAM,CZK
2055,KAM,CZK
2057,KAM,CZK
2059,SME,CZK
2060,LAM,CZK
2061,SME,CZK
2062,SME,CZK
2064,LAM,CZK
2066,KAM,CZK
2068,SME,CZK
2071,KAM,CZK
2073,SME,CZK
2074,LAM,CZK
2078,SME,CZK
2082,LAM,CZK
2085,SME,CZK
2087,KAM,CZK
2088,LAM,CZK
2091,KAM,CZK
2095,SME,CZK
2096,SME,CZK
2099,SME,CZK
2100,KAM,CZK
2101,LAM,CZK
2102,LAM,CZK
2104,SME,CZK
2107,SME,CZK
2108,SME,CZK
2110,SME,CZK
2111,KAM,CZK
2114,LAM,CZK
2116,SME,CZK
2117,SME,CZK
2118,SME,CZK
2121,SME,CZK
2122,LAM,CZK
2123,SME,CZK
2124,SME,CZK
2125,SME,CZK
2126,LAM,CZK
2129,LAM,CZK
2130,SME,CZK
2131,LAM,CZK
2133,SME,CZK
2134,SME,CZK
2135,SME,CZK
2138,SME,CZK
2139,LAM,CZK
2141,SME,CZK
2142,LAM,CZK
2143,SME,CZK
2145,SME,CZK
2146,SME,CZK
2151,KAM,CZK
2154,SME,CZK
2155,SME,CZK
2156,SME,CZK
2157,KAM,CZK
2158,SME,CZK
2159,SME,EUR
2160,SME,CZK
2161,SME,CZK
2162,SME,CZK
2163,LAM,CZK
2164,LAM,EUR
2165,LAM,CZK
2173,SME,CZK
2175,LAM,CZK
2177,LAM,CZK
2179,SME,CZK
2180,SME,CZK
2181,SME,CZK
2182,SME,CZK
2183,SME,CZK
2184,SME,CZK
2186,SME,CZK
2188,KAM,CZK
2192,SME,CZK
2195,LAM,CZK
2196,SME,CZK
2197,LAM,CZK
2198,SME,CZK
2199,KAM,CZK
2201,SME,CZK
2206,SME,CZK
2207,SME,CZK
2208,KAM,CZK
2209,SME,CZK
2210,SME,CZK
2214,SME,CZK
2215,SME,CZK
2217,SME,CZK
2219,KAM,CZK
2221,KAM,CZK
2225,LAM,CZK
2227,SME,CZK
2228,SME,CZK
2229,LAM,EUR
2230,SME,CZK
2231,KAM,CZK
2232,KAM,CZK
2233,SME,CZK
2234,SME,CZK
2235,SME,CZK
2236,LAM,CZK
2237,SME,CZK
2238,LAM,CZK
2240,LAM,CZK
2241,SME,CZK
2242,SME,CZK
2243,LAM,CZK
2244,KAM,CZK
2245,LAM,CZK
2246,KAM,CZK
2247,SME,CZK
2248,LAM,CZK
2249,LAM,CZK
2250,SME,CZK
2251,LAM,CZK
2256,LAM,CZK
2258,SME,EUR
2260,SME,CZK
2261,SME,CZK
2262,KAM,EUR
2263,SME,CZK
2266,SME,CZK
2267,LAM,CZK
2268,SME,CZK
2271,SME,CZK
2272,LAM,CZK
2273,KAM,CZK
2274,SME,CZK
2277,SME,CZK
2278,SME,CZK
2279,KAM,CZK
2280,SME,CZK
2281,LAM,EUR
2282,KAM,EUR
2283,SME,EUR
2284,SME,CZK
2286,KAM,EUR
2287,SME,EUR
2288,LAM,EUR
2289,SME,CZK
2290,SME,CZK
2291,SME,EUR
2292,SME,EUR
2293,SME,EUR
2297,KAM,EUR
2298,SME,EUR
2299,LAM,CZK
2301,SME,CZK
2302,KAM,CZK
2303,LAM,CZK
2305,SME,CZK
2306,SME,EUR
2307,LAM,EUR
2309,SME,EUR
2310,LAM,EUR
2313,SME,EUR
2315,SME,CZK
2316,KAM,EUR
2317,KAM,EUR
2320,SME,CZK
2321,LAM,CZK
2322,SME,EUR
2323,SME,EUR
2324,SME,EUR
2325,LAM,CZK
2326,SME,CZK
2328,SME,EUR
2329,SME,EUR
2330,SME,EUR
2334,SME,CZK
2337,SME,CZK
2338,SME,EUR
2339,SME,CZK
2341,SME,CZK
2342,SME,CZK
2345,SME,EUR
2346,SME,EUR
2347,SME,CZK
2349,SME,EUR
2350,SME,CZK
2351,SME,EUR
2354,LAM,EUR
2356,SME,CZK
2360,SME,CZK
2361,LAM,EUR
2363,LAM,CZK
2364,KAM,CZK
2365,SME,CZK
2366,KAM,EUR
2367,SME,EUR
2369,SME,CZK
2370,SME,EUR
2371,LAM,EUR
2378,SME,EUR
2381,SME,EUR
2388,SME,EUR
2389,LAM,EUR
2390,SME,EUR
2392,KAM,EUR
2394,SME,EUR
2395,LAM,EUR
2399,SME,EUR
2401,SME,EUR
2402,SME,EUR
2405,LAM,EUR
2408,SME,EUR
2415,LAM,EUR
2416,LAM,EUR
2417,SME,EUR
2418,KAM,EUR
2420,SME,EUR
2423,SME,EUR
2424,SME,EUR
2426,SME,EUR
2427,SME,EUR
2432,SME,EUR
2433,KAM,EUR
2434,LAM,EUR
2435,SME,EUR
2436,KAM,EUR
2437,SME,EUR
2444,SME,EUR
2445,LAM,EUR
2446,LAM,EUR
2447,SME,EUR
2449,SME,EUR
2450,LAM,EUR
2452,SME,EUR
2453,SME,EUR
2454,LAM,EUR
2455,SME,EUR
2456,LAM,EUR
2457,SME,EUR
2458,LAM,EUR
2460,SME,EUR
2464,LAM,EUR
2465,SME,EUR
2467,SME,EUR
2468,LAM,EUR
2473,SME,EUR
2474,LAM,EUR
2478,SME,EUR
2479,SME,EUR
2480,SME,EUR
2488,SME,EUR
2489,SME,EUR
2493,SME,EUR
2499,SME,EUR
2501,SME,EUR
2502,SME,EUR
2504,LAM,EUR
2505,LAM,EUR
2510,LAM,EUR
2512,LAM,EUR
2516,SME,EUR
2518,SME,EUR
2519,SME,EUR
2520,SME,EUR
2522,SME,EUR
2523,SME,EUR
2527,SME,EUR
2528,SME,EUR
2530,SME,EUR
2533,SME,EUR
2534,LAM,EUR
2539,SME,EUR
2545,SME,EUR
2546,LAM,EUR
2549,SME,EUR
2551,SME,EUR
2554,SME,EUR
2558,SME,EUR
2559,SME,EUR
2560,SME,EUR
2562,SME,EUR
2564,SME,EUR
2567,SME,EUR
2568,SME,EUR
2573,LAM,EUR
2581,LAM,EUR
2582,SME,EUR
2584,KAM,EUR
2586,LAM,EUR
2587,LAM,EUR
2588,LAM,EUR
2590,SME,EUR
2593,SME,EUR
2595,SME,EUR
2596,LAM,EUR
2597,SME,EUR
2598,SME,EUR
2601,SME,EUR
2605,LAM,EUR
2607,SME,EUR
2608,SME,EUR
2616,SME,EUR
2618,SME,EUR
2620,LAM,EUR
2632,SME,EUR
2633,SME,EUR
2634,SME,EUR
2635,SME,EUR
2637,SME,EUR
2639,SME,EUR
2640,LAM,EUR
2643,LAM,EUR
2648,SME,EUR
2650,SME,EUR
2651,SME,EUR
2653,LAM,EUR
2656,SME,EUR
2657,SME,EUR
2666,SME,EUR
2667,SME,EUR
2671,SME,EUR
2673,SME,EUR
2674,SME,EUR
2677,SME,EUR
2680,SME,EUR
2682,SME,EUR
2683,SME,EUR
2685,SME,EUR
2688,LAM,EUR
2693,SME,EUR
2695,SME,EUR
2696,SME,EUR
2697,SME,EUR
2699,SME,EUR
2700,SME,EUR
2701,SME,EUR
2702,SME,EUR
2704,SME,EUR
2705,SME,EUR
2706,SME,EUR
2708,LAM,EUR
2709,SME,EUR
2712,SME,EUR
2713,LAM,EUR
2718,SME,EUR
2723,LAM,EUR
2728,SME,EUR
2729,SME,EUR
2731,LAM,EUR
2733,LAM,EUR
2736,SME,EUR
2737,SME,EUR
2738,KAM,EUR
2742,SME,EUR
2743,SME,EUR
2744,SME,EUR
2745,SME,EUR
2747,KAM,EUR
2748,SME,EUR
2749,SME,EUR
2752,SME,EUR
2753,SME,EUR
2754,SME,EUR
2756,SME,EUR
2758,SME,EUR
2759,SME,EUR
2761,SME,EUR
2762,SME,EUR
2764,SME,EUR
2767,SME,EUR
2768,SME,EUR
2774,SME,EUR
2775,SME,EUR
2779,KAM,EUR
2792,LAM,EUR
2793,LAM,EUR
2797,LAM,EUR
2800,LAM,EUR
2801,SME,EUR
2802,SME,EUR
2806,SME,EUR
2807,LAM,EUR
2808,SME,EUR
2814,LAM,EUR
2815,SME,EUR
2822,SME,EUR
2827,SME,EUR
2828,SME,EUR
2830,SME,EUR
2831,LAM,EUR
2832,SME,EUR
2833,SME,EUR
2834,SME,EUR
2838,SME,EUR
2839,SME,EUR
2840,LAM,EUR
2842,SME,EUR
2843,SME,EUR
2846,SME,EUR
2847,SME,EUR
2848,KAM,EUR
2851,SME,EUR
2854,SME,EUR
2859,SME,EUR
2860,LAM,EUR
2861,SME,EUR
2862,LAM,EUR
2868,SME,EUR
2871,LAM,EUR
2872,LAM,EUR
2874,SME,EUR
2875,KAM,EUR
2876,SME,EUR
2877,SME,EUR
2878,SME,EUR
2879,SME,EUR
2880,SME,EUR
2881,KAM,EUR
2882,SME,EUR
2884,SME,EUR
2885,SME,EUR
2887,SME,EUR
2888,SME,EUR
2889,SME,EUR
2890,SME,EUR
2891,SME,EUR
2894,SME,EUR
2895,SME,EUR
2896,SME,EUR
2897,SME,EUR
2901,SME,EUR
2903,SME,EUR
2904,SME,EUR
2906,SME,EUR
2908,SME,EUR
2909,LAM,EUR
2910,SME,EUR
2911,SME,EUR
2913,SME,EUR
2914,LAM,EUR
2915,SME,EUR
2919,LAM,EUR
2920,SME,EUR
2924,KAM,EUR
2927,SME,EUR
2932,SME,EUR
2933,LAM,EUR
2935,SME,EUR
2936,SME,EUR
2938,LAM,EUR
2940,LAM,EUR
2942,LAM,EUR
2943,SME,EUR
2945,SME,EUR
2947,LAM,EUR
2948,LAM,EUR
2952,SME,EUR
2953,SME,EUR
2954,SME,EUR
2955,LAM,EUR
2956,SME,EUR
2957,SME,EUR
2959,SME,EUR
2960,SME,EUR
2961,SME,EUR
2962,SME,EUR
2963,SME,EUR
2964,LAM,EUR
2965,SME,EUR
2971,SME,EUR
2973,SME,EUR
2975,LAM,EUR
2976,SME,EUR
2980,SME,EUR
2981,SME,EUR
2983,SME,EUR
2984,KAM,EUR
2985,SME,EUR
2986,LAM,EUR
2989,SME,EUR
2990,SME,EUR
2991,SME,EUR
2993,SME,EUR
2994,LAM,EUR
2995,SME,EUR
2996,SME,EUR
2997,SME,EUR
