GasStationID,ChainID,Country,Segment
287,33,CZE,Premium
288,4,CZE,Premium
289,4,CZE,Premium
290,1,CZE,Premium
291,4,CZE,Premium
292,33,CZE,Premium
293,33,CZE,Premium
294,35,CZE,Discount
295,2,CZE,Noname
296,2,CZE,Noname
297,13,CZE,"Value for money"
298,1,CZE,Premium
299,1,CZE,Premium
300,1,CZE,Premium
301,1,CZE,Premium
302,33,CZE,Premium
303,14,CZE,Noname
304,22,CZE,Other
305,14,CZE,Noname
306,2,CZE,Noname
307,3,CZE,Other
308,3,CZE,Other
309,10,CZE,Other
310,36,CZE,Other
311,2,CZE,Noname
312,1,CZE,Premium
313,1,CZE,Premium
314,1,CZE,Premium
315,2,CZE,Noname
316,9,CZE,"Value for money"
317,13,CZE,"Value for money"
318,2,CZE,Noname
319,2,CZE,Noname
320,6,CZE,Premium
321,4,CZE,Premium
322,13,CZE,"Value for money"
323,32,CZE,Other
324,31,CZE,Premium
325,2,CZE,Noname
326,2,CZE,Noname
327,243,CZE,Other
328,3,CZE,Other
329,3,CZE,Other
330,3,CZE,Other
331,3,CZE,Other
332,3,CZE,Other
333,10,CZE,Other
334,2,CZE,Noname
335,8,CZE,"Value for money"
336,9,CZE,"Value for money"
337,2,CZE,Noname
338,243,CZE,Other
339,33,CZE,Premium
340,3,CZE,Other
341,1,CZE,Premium
342,1,CZE,Premium
343,1,CZE,Premium
344,1,CZE,Premium
345,4,CZE,Premium
346,4,CZE,Premium
347,9,CZE,"Value for money"
348,2,CZE,Noname
349,4,CZE,Premium
350,22,CZE,Other
351,3,CZE,Other
352,3,CZE,Other
353,10,CZE,Other
354,9,CZE,"Value for money"
355,9,CZE,"Value for money"
356,14,CZE,Noname
357,6,CZE,Premium
358,35,CZE,Discount
359,24,CZE,Discount
360,13,CZE,"Value for money"
361,33,CZE,Premium
362,1,CZE,Premium
363,4,CZE,Premium
364,33,CZE,Premium
365,13,CZE,"Value for money"
366,13,CZE,"Value for money"
367,3,CZE,Other
368,10,CZE,Other
369,10,CZE,Other
370,1,CZE,Premium
371,6,CZE,Premium
372,2,CZE,Noname
373,4,CZE,Premium
374,23,CZE,Other
375,2,CZE,Noname
376,6,CZE,Premium
377,6,CZE,Premium
378,6,CZE,Premium
379,13,CZE,"Value for money"
380,35,CZE,Discount
381,26,CZE,Other
382,26,CZE,Other
383,31,CZE,Premium
384,3,CZE,Other
385,3,CZE,Other
386,3,CZE,Other
387,3,CZE,Other
388,13,CZE,"Value for money"
389,13,CZE,"Value for money"
390,2,CZE,Noname
391,13,CZE,"Value for money"
392,1,CZE,Premium
393,1,CZE,Premium
394,10,CZE,Other
395,10,CZE,Other
396,1,CZE,Premium
397,1,CZE,Premium
398,4,CZE,Premium
399,13,CZE,"Value for money"
400,13,CZE,"Value for money"
401,13,CZE,"Value for money"
402,13,CZE,"Value for money"
403,6,CZE,Premium
404,2,CZE,Noname
405,8,CZE,"Value for money"
406,2,CZE,Noname
407,22,CZE,Other
408,2,CZE,Noname
409,1,CZE,Premium
410,1,CZE,Premium
411,1,CZE,Premium
412,1,CZE,Premium
413,1,CZE,Premium
414,3,CZE,Other
415,3,CZE,Other
416,2,CZE,Noname
417,13,CZE,"Value for money"
418,34,CZE,Other
419,33,CZE,Premium
420,33,CZE,Premium
421,4,CZE,Premium
422,4,CZE,Premium
423,4,CZE,Premium
424,1,CZE,Premium
425,4,CZE,Premium
426,33,CZE,Premium
427,9,CZE,"Value for money"
428,10,CZE,Other
429,3,CZE,Other
430,38,CZE,Other
431,38,CZE,Other
432,3,CZE,Other
433,3,CZE,Other
434,6,CZE,Premium
435,24,CZE,Discount
436,4,CZE,Premium
437,13,CZE,"Value for money"
438,35,CZE,Discount
439,4,CZE,Premium
440,1,CZE,Premium
441,1,CZE,Premium
442,1,CZE,Premium
443,1,CZE,Premium
444,11,CZE,"Value for money"
445,32,CZE,Other
446,2,CZE,Noname
447,32,CZE,Other
448,4,CZE,Premium
449,22,CZE,Other
450,33,CZE,Premium
451,2,CZE,Noname
452,3,CZE,Other
453,3,CZE,Other
454,34,CZE,Other
455,13,CZE,"Value for money"
456,2,CZE,Noname
457,24,CZE,Discount
458,2,CZE,Noname
459,24,CZE,Discount
460,2,CZE,Noname
461,2,CZE,Noname
462,1,CZE,Premium
463,2,CZE,Noname
464,2,CZE,Noname
465,2,CZE,Noname
466,6,CZE,Premium
467,1,CZE,Premium
468,2,CZE,Noname
469,10,CZE,Other
470,2,CZE,Noname
471,3,CZE,Other
472,33,CZE,Premium
473,2,CZE,Noname
474,2,CZE,Noname
475,2,CZE,Noname
476,22,CZE,Other
477,4,CZE,Premium
478,24,CZE,Discount
479,1,CZE,Premium
480,1,CZE,Premium
481,1,CZE,Premium
482,6,CZE,Premium
483,6,CZE,Premium
484,4,CZE,Premium
485,4,CZE,Premium
486,6,CZE,Premium
487,6,CZE,Premium
488,1,CZE,Premium
489,1,CZE,Premium
490,10,CZE,Other
491,1,CZE,Premium
492,33,CZE,Premium
493,8,CZE,"Value for money"
494,14,CZE,Noname
495,4,CZE,Premium
496,14,CZE,Noname
497,2,CZE,Noname
498,8,CZE,"Value for money"
499,24,CZE,Discount
500,2,CZE,Noname
501,2,CZE,Noname
502,2,CZE,Noname
503,31,CZE,Premium
504,2,CZE,Noname
505,8,CZE,"Value for money"
506,2,CZE,Noname
507,33,CZE,Premium
508,2,CZE,Noname
509,26,CZE,Other
510,14,CZE,Noname
511,34,CZE,Other
512,2,CZE,Noname
513,33,CZE,Premium
514,6,CZE,Premium
515,2,CZE,Noname
516,8,CZE,"Value for money"
517,2,CZE,Noname
518,2,CZE,Noname
519,2,CZE,Noname
520,2,CZE,Noname
521,2,CZE,Noname
522,33,CZE,Premium
523,13,CZE,"Value for money"
524,2,CZE,Noname
525,3,CZE,Other
526,2,CZE,Noname
527,2,CZE,Noname
528,2,CZE,Noname
529,2,CZE,Noname
530,8,CZE,"Value for money"
531,6,CZE,Premium
532,13,CZE,"Value for money"
533,24,CZE,Discount
534,2,CZE,Noname
535,9,CZE,"Value for money"
536,2,CZE,Noname
537,24,CZE,Discount
538,3,CZE,Other
539,24,CZE,Discount
540,2,CZE,Noname
541,2,CZE,Noname
542,31,CZE,Premium
543,26,CZE,Other
544,2,CZE,Noname
545,2,CZE,Noname
546,24,CZE,Discount
547,2,CZE,Noname
548,2,CZE,Noname
549,14,CZE,Noname
550,22,CZE,Other
551,13,CZE,"Value for money"
552,2,CZE,Noname
553,2,CZE,Noname
554,6,CZE,Premium
555,2,CZE,Noname
556,2,CZE,Noname
557,2,CZE,Noname
558,2,CZE,Noname
559,2,CZE,Noname
560,2,CZE,Noname
561,23,CZE,Other
562,1,CZE,Premium
563,24,CZE,Discount
564,6,CZE,Premium
565,6,CZE,Premium
566,8,CZE,"Value for money"
567,2,CZE,Noname
568,24,CZE,Discount
569,13,CZE,"Value for money"
570,14,CZE,Noname
571,2,CZE,Noname
572,32,CZE,Other
573,22,CZE,Other
574,13,CZE,"Value for money"
575,2,CZE,Noname
576,2,CZE,Noname
577,33,CZE,Premium
578,2,CZE,Noname
579,25,CZE,"Value for money"
580,6,CZE,Premium
581,2,CZE,Noname
582,8,CZE,"Value for money"
583,31,CZE,Premium
584,2,CZE,Noname
585,2,CZE,Noname
586,2,CZE,Noname
587,14,CZE,Noname
588,13,CZE,"Value for money"
589,24,CZE,Discount
590,34,CZE,Other
591,6,CZE,Premium
592,9,CZE,"Value for money"
593,4,CZE,Premium
594,6,CZE,Premium
595,1,CZE,Premium
596,33,CZE,Premium
597,33,CZE,Premium
598,9,CZE,"Value for money"
599,9,CZE,"Value for money"
600,33,CZE,Premium
601,3,CZE,Other
602,30,CZE,Noname
603,9,CZE,"Value for money"
604,33,CZE,Premium
605,6,CZE,Premium
606,10,CZE,Other
607,10,CZE,Other
608,10,CZE,Other
609,3,CZE,Other
610,3,CZE,Other
611,11,CZE,"Value for money"
612,36,CZE,Other
613,6,CZE,Premium
614,3,CZE,Other
615,3,CZE,Other
616,3,CZE,Other
617,13,CZE,"Value for money"
618,2,CZE,Noname
619,3,CZE,Other
620,8,CZE,"Value for money"
621,4,CZE,Premium
622,3,CZE,Other
623,7,CZE,Other
624,1,CZE,Premium
625,3,CZE,Other
626,3,CZE,Other
627,3,CZE,Other
628,3,CZE,Other
629,3,CZE,Other
630,1,CZE,Premium
631,4,CZE,Premium
632,2,CZE,Noname
633,4,CZE,Premium
634,33,CZE,Premium
635,2,CZE,Noname
636,4,CZE,Premium
637,34,CZE,Other
638,13,CZE,"Value for money"
639,8,CZE,"Value for money"
640,1,CZE,Premium
641,8,CZE,"Value for money"
642,10,CZE,Other
643,2,CZE,Noname
644,30,CZE,Noname
645,33,CZE,Premium
646,33,CZE,Premium
647,9,CZE,"Value for money"
648,33,CZE,Premium
649,6,CZE,Premium
650,9,CZE,"Value for money"
651,33,CZE,Premium
652,9,CZE,"Value for money"
653,33,CZE,Premium
654,9,CZE,"Value for money"
655,9,CZE,"Value for money"
656,30,CZE,Noname
657,40,CZE,Other
658,35,CZE,Discount
659,2,CZE,Noname
660,9,CZE,"Value for money"
661,33,CZE,Premium
662,4,CZE,Premium
663,33,CZE,Premium
664,1,CZE,Premium
665,9,CZE,"Value for money"
666,1,CZE,Premium
667,2,CZE,Noname
668,2,CZE,Noname
669,9,CZE,"Value for money"
670,35,CZE,Discount
671,6,CZE,Premium
672,33,CZE,Premium
673,2,CZE,Noname
674,33,CZE,Premium
675,1,CZE,Premium
676,33,CZE,Premium
677,6,CZE,Premium
678,6,CZE,Premium
679,1,CZE,Premium
680,2,CZE,Noname
681,11,CZE,"Value for money"
682,31,CZE,Premium
683,2,CZE,Noname
684,4,CZE,Premium
685,13,CZE,"Value for money"
686,1,CZE,Premium
687,2,CZE,Noname
688,9,CZE,"Value for money"
689,9,CZE,"Value for money"
690,9,CZE,"Value for money"
691,9,CZE,"Value for money"
692,10,CZE,Other
693,10,CZE,Other
694,2,CZE,Noname
695,36,CZE,Other
696,10,CZE,Other
697,2,CZE,Noname
698,1,CZE,Premium
699,4,CZE,Premium
700,10,CZE,Other
701,10,CZE,Other
702,10,CZE,Other
703,2,CZE,Noname
704,33,CZE,Premium
705,6,CZE,Premium
706,2,CZE,Noname
707,2,CZE,Noname
708,13,CZE,"Value for money"
709,8,CZE,"Value for money"
710,2,CZE,Noname
711,3,CZE,Other
712,1,CZE,Premium
713,33,CZE,Premium
714,1,CZE,Premium
715,13,CZE,"Value for money"
716,36,CZE,Other
717,4,CZE,Premium
718,33,CZE,Premium
719,1,CZE,Premium
720,35,CZE,Discount
721,1,CZE,Premium
722,1,CZE,Premium
723,3,CZE,Other
724,13,CZE,"Value for money"
725,1,CZE,Premium
726,2,CZE,Noname
727,3,CZE,Other
728,1,CZE,Premium
729,24,CZE,Discount
730,2,CZE,Noname
731,3,CZE,Other
732,11,CZE,"Value for money"
733,3,CZE,Other
734,13,CZE,"Value for money"
735,2,CZE,Noname
736,4,CZE,Premium
737,3,CZE,Other
738,11,CZE,"Value for money"
739,1,CZE,Premium
740,33,CZE,Premium
741,2,CZE,Noname
742,11,CZE,"Value for money"
743,3,CZE,Other
744,2,CZE,Noname
745,32,CZE,Other
746,35,CZE,Discount
747,4,CZE,Premium
748,4,CZE,Premium
749,2,CZE,Noname
750,2,CZE,Noname
751,2,CZE,Noname
752,32,CZE,Other
753,27,CZE,Noname
754,2,CZE,Noname
755,4,CZE,Premium
756,1,CZE,Premium
757,2,CZE,Noname
758,2,CZE,Noname
759,15,CZE,Premium
760,2,CZE,Noname
761,35,CZE,Discount
762,2,CZE,Noname
763,1,CZE,Premium
764,2,CZE,Noname
765,32,CZE,Other
766,2,CZE,Noname
767,2,CZE,Noname
768,33,CZE,Premium
769,30,CZE,Noname
770,4,CZE,Premium
771,3,CZE,Other
772,3,CZE,Other
773,13,CZE,"Value for money"
774,4,CZE,Premium
775,3,CZE,Other
776,13,CZE,"Value for money"
777,13,CZE,"Value for money"
778,2,CZE,Noname
779,24,CZE,Discount
780,2,CZE,Noname
781,32,CZE,Other
782,11,CZE,"Value for money"
783,33,CZE,Premium
784,33,CZE,Premium
785,33,CZE,Premium
786,9,CZE,"Value for money"
787,14,CZE,Noname
788,13,CZE,"Value for money"
789,2,CZE,Noname
790,10,CZE,Other
791,10,CZE,Other
792,10,CZE,Other
793,10,CZE,Other
794,38,CZE,Other
795,33,CZE,Premium
796,9,CZE,"Value for money"
797,4,CZE,Premium
798,9,CZE,"Value for money"
799,33,CZE,Premium
800,1,CZE,Premium
801,33,CZE,Premium
802,33,CZE,Premium
803,1,CZE,Premium
804,33,CZE,Premium
805,1,CZE,Premium
806,33,CZE,Premium
807,9,CZE,"Value for money"
808,33,CZE,Premium
809,9,CZE,"Value for money"
810,9,CZE,"Value for money"
811,9,CZE,"Value for money"
812,13,CZE,"Value for money"
813,33,CZE,Premium
814,33,CZE,Premium
815,33,CZE,Premium
816,1,CZE,Premium
817,33,CZE,Premium
818,33,CZE,Premium
819,33,CZE,Premium
820,33,CZE,Premium
821,1,CZE,Premium
822,33,CZE,Premium
823,2,CZE,Noname
824,33,CZE,Premium
825,33,CZE,Premium
826,33,CZE,Premium
827,33,CZE,Premium
828,4,CZE,Premium
829,9,CZE,"Value for money"
830,2,CZE,Noname
831,33,CZE,Premium
832,14,CZE,Noname
833,33,CZE,Premium
834,9,CZE,"Value for money"
835,4,CZE,Premium
836,33,CZE,Premium
837,9,CZE,"Value for money"
838,33,CZE,Premium
839,33,CZE,Premium
840,33,CZE,Premium
841,9,CZE,"Value for money"
842,33,CZE,Premium
843,33,CZE,Premium
844,33,CZE,Premium
845,26,CZE,Other
846,33,CZE,Premium
847,33,CZE,Premium
848,33,CZE,Premium
849,9,CZE,"Value for money"
850,33,CZE,Premium
851,33,CZE,Premium
852,33,CZE,Premium
853,33,CZE,Premium
854,33,CZE,Premium
855,33,CZE,Premium
856,33,CZE,Premium
857,33,CZE,Premium
858,33,CZE,Premium
859,33,CZE,Premium
860,33,CZE,Premium
861,33,CZE,Premium
862,33,CZE,Premium
863,33,CZE,Premium
864,33,CZE,Premium
865,33,CZE,Premium
866,33,CZE,Premium
867,33,CZE,Premium
868,9,CZE,"Value for money"
869,2,CZE,Noname
870,33,CZE,Premium
871,33,CZE,Premium
872,33,CZE,Premium
873,33,CZE,Premium
874,14,CZE,Noname
875,33,CZE,Premium
876,33,CZE,Premium
877,13,CZE,"Value for money"
878,33,CZE,Premium
879,33,CZE,Premium
880,33,CZE,Premium
881,33,CZE,Premium
882,2,CZE,Noname
883,33,CZE,Premium
884,2,CZE,Noname
885,33,CZE,Premium
886,33,CZE,Premium
887,33,CZE,Premium
888,33,CZE,Premium
889,9,CZE,"Value for money"
890,33,CZE,Premium
891,6,CZE,Premium
892,1,CZE,Premium
893,33,CZE,Premium
894,33,CZE,Premium
895,33,CZE,Premium
896,33,CZE,Premium
897,1,CZE,Premium
898,4,CZE,Premium
899,1,CZE,Premium
900,4,CZE,Premium
901,2,CZE,Noname
902,15,CZE,Premium
903,9,CZE,"Value for money"
904,2,CZE,Noname
905,33,CZE,Premium
906,33,CZE,Premium
907,33,CZE,Premium
908,6,CZE,Premium
909,4,CZE,Premium
910,4,CZE,Premium
911,9,CZE,"Value for money"
912,2,CZE,Noname
913,33,CZE,Premium
914,2,CZE,Noname
915,33,CZE,Premium
916,33,CZE,Premium
917,33,CZE,Premium
918,33,CZE,Premium
919,9,CZE,"Value for money"
920,9,CZE,"Value for money"
921,1,CZE,Premium
922,33,CZE,Premium
923,9,CZE,"Value for money"
924,9,CZE,"Value for money"
925,33,CZE,Premium
926,33,CZE,Premium
927,9,CZE,"Value for money"
928,33,CZE,Premium
929,33,CZE,Premium
930,9,CZE,"Value for money"
931,9,CZE,"Value for money"
932,33,CZE,Premium
933,2,CZE,Noname
934,33,CZE,Premium
935,33,CZE,Premium
936,33,CZE,Premium
937,3,CZE,Other
938,9,CZE,"Value for money"
939,6,CZE,Premium
940,33,CZE,Premium
941,2,CZE,Noname
942,9,CZE,"Value for money"
943,33,CZE,Premium
944,33,CZE,Premium
945,33,CZE,Premium
946,2,CZE,Noname
947,9,CZE,"Value for money"
948,33,CZE,Premium
949,14,CZE,Noname
950,33,CZE,Premium
951,33,CZE,Premium
952,9,CZE,"Value for money"
953,33,CZE,Premium
954,33,CZE,Premium
955,9,CZE,"Value for money"
956,2,CZE,Noname
957,33,CZE,Premium
958,9,CZE,"Value for money"
959,6,CZE,Premium
960,4,CZE,Premium
961,14,CZE,Noname
962,33,CZE,Premium
963,9,CZE,"Value for money"
964,3,CZE,Other
965,3,CZE,Other
966,3,CZE,Other
967,2,CZE,Noname
968,10,CZE,Other
969,40,CZE,Other
970,40,CZE,Other
971,40,CZE,Other
972,40,CZE,Other
973,3,CZE,Other
974,3,CZE,Other
975,3,CZE,Other
976,3,CZE,Other
977,21,CZE,Discount
978,1,CZE,Premium
979,4,CZE,Premium
980,13,CZE,"Value for money"
981,8,CZE,"Value for money"
982,8,CZE,"Value for money"
983,35,CZE,Discount
984,23,CZE,Other
985,6,CZE,Premium
986,3,CZE,Other
987,3,CZE,Other
988,8,CZE,"Value for money"
989,3,CZE,Other
990,3,CZE,Other
991,33,CZE,Premium
992,34,CZE,Other
993,3,CZE,Other
994,6,CZE,Premium
995,1,CZE,Premium
996,1,CZE,Premium
997,2,CZE,Noname
998,6,CZE,Premium
999,1,CZE,Premium
1000,1,CZE,Premium
1001,8,CZE,"Value for money"
1002,24,CZE,Discount
1003,13,CZE,"Value for money"
1004,2,CZE,Noname
1005,13,CZE,"Value for money"
1006,8,CZE,"Value for money"
1007,2,CZE,Noname
1008,6,CZE,Premium
1009,33,CZE,Premium
1010,2,CZE,Noname
1011,3,CZE,Other
1012,33,CZE,Premium
1013,33,CZE,Premium
1014,33,CZE,Premium
1015,3,CZE,Other
1016,2,CZE,Noname
1017,33,CZE,Premium
1018,3,CZE,Other
1019,36,CZE,Other
1020,36,CZE,Other
1021,36,CZE,Other
1022,36,CZE,Other
1023,36,CZE,Other
1024,36,CZE,Other
1025,36,CZE,Other
1026,15,CZE,Premium
1027,2,CZE,Noname
1028,1,CZE,Premium
1029,35,CZE,Discount
1030,2,CZE,Noname
1031,3,CZE,Other
1032,36,CZE,Other
1033,2,CZE,Noname
1034,33,CZE,Premium
1035,1,CZE,Premium
1036,2,CZE,Noname
1037,33,CZE,Premium
1038,1,CZE,Premium
1039,36,CZE,Other
1040,6,CZE,Premium
1041,1,CZE,Premium
1042,3,CZE,Other
1043,3,CZE,Other
1044,3,CZE,Other
1045,41,CZE,Other
1046,3,CZE,Other
1047,1,CZE,Premium
1048,4,CZE,Premium
1049,3,CZE,Other
1050,3,CZE,Other
1051,3,CZE,Other
1052,3,CZE,Other
1053,3,CZE,Other
1054,3,CZE,Other
1055,3,CZE,Other
1056,10,CZE,Other
1057,10,CZE,Other
1058,10,CZE,Other
1059,10,CZE,Other
1060,10,CZE,Other
1061,10,CZE,Other
1062,10,CZE,Other
1063,10,CZE,Other
1064,3,CZE,Other
1065,3,CZE,Other
1066,8,CZE,"Value for money"
1067,13,CZE,"Value for money"
1068,1,CZE,Premium
1069,1,CZE,Premium
1070,2,CZE,Noname
1071,2,CZE,Noname
1072,10,CZE,Other
1073,10,CZE,Other
1074,3,CZE,Other
1075,2,CZE,Noname
1076,3,CZE,Other
1077,1,CZE,Premium
1078,1,CZE,Premium
1079,1,CZE,Premium
1080,2,CZE,Noname
1081,38,CZE,Other
1082,3,CZE,Other
1083,1,CZE,Premium
1084,3,CZE,Other
1085,3,CZE,Other
1086,3,CZE,Other
1087,3,CZE,Other
1088,3,CZE,Other
1089,3,CZE,Other
1090,3,CZE,Other
1091,6,CZE,Premium
1092,2,CZE,Noname
1093,2,CZE,Noname
1094,2,CZE,Noname
1095,3,CZE,Other
1096,3,CZE,Other
1097,3,CZE,Other
1098,3,CZE,Other
1099,3,CZE,Other
1100,4,CZE,Premium
1101,8,CZE,"Value for money"
1102,10,CZE,Other
1103,9,CZE,"Value for money"
1104,9,CZE,"Value for money"
1105,33,CZE,Premium
1106,26,CZE,Other
1107,4,CZE,Premium
1108,2,CZE,Noname
1109,33,CZE,Premium
1110,13,CZE,"Value for money"
1111,33,CZE,Premium
1112,9,CZE,"Value for money"
1113,13,CZE,"Value for money"
1114,9,CZE,"Value for money"
1115,3,CZE,Other
1116,1,CZE,Premium
1117,33,CZE,Premium
1118,33,CZE,Premium
1119,9,CZE,"Value for money"
1120,1,CZE,Premium
1121,9,CZE,"Value for money"
1122,33,CZE,Premium
1123,33,CZE,Premium
1124,33,CZE,Premium
1125,9,CZE,"Value for money"
1126,22,CZE,Other
1127,33,CZE,Premium
1128,33,CZE,Premium
1129,2,CZE,Noname
1130,3,CZE,Other
1131,13,CZE,"Value for money"
1132,33,CZE,Premium
1133,1,CZE,Premium
1134,8,CZE,"Value for money"
1135,1,CZE,Premium
1136,4,CZE,Premium
1137,8,CZE,"Value for money"
1138,33,CZE,Premium
1139,13,CZE,"Value for money"
1140,9,CZE,"Value for money"
1141,9,CZE,"Value for money"
1142,33,CZE,Premium
1143,13,CZE,"Value for money"
1144,2,CZE,Noname
1145,8,CZE,"Value for money"
1146,2,CZE,Noname
1147,2,CZE,Noname
1148,9,CZE,"Value for money"
1149,9,CZE,"Value for money"
1150,2,CZE,Noname
1151,2,CZE,Noname
1152,2,CZE,Noname
1153,2,CZE,Noname
1154,13,CZE,"Value for money"
1155,4,CZE,Premium
1156,2,CZE,Noname
1157,13,CZE,"Value for money"
1158,33,CZE,Premium
1159,8,CZE,"Value for money"
1160,9,CZE,"Value for money"
1161,9,CZE,"Value for money"
1162,2,CZE,Noname
1163,4,CZE,Premium
1164,2,CZE,Noname
1165,9,CZE,"Value for money"
1166,2,CZE,Noname
1167,33,CZE,Premium
